"agency","siteID","datetime","gheight.ft"
"USGS",2256500,"2017-09-08 17:30",5.82
"USGS",2256500,"2017-09-08 17:45",5.81
"USGS",2256500,"2017-09-08 18:00",5.82
"USGS",2256500,"2017-09-08 18:15",5.82
"USGS",2256500,"2017-09-08 18:30",5.82
"USGS",2256500,"2017-09-08 18:45",5.82
"USGS",2256500,"2017-09-08 19:00",5.82
"USGS",2256500,"2017-09-08 19:15",5.82
"USGS",2256500,"2017-09-08 19:30",5.82
"USGS",2256500,"2017-09-08 19:45",5.82
"USGS",2256500,"2017-09-08 20:00",5.82
"USGS",2256500,"2017-09-08 20:15",5.83
"USGS",2256500,"2017-09-08 20:30",5.82
"USGS",2256500,"2017-09-08 20:45",5.82
"USGS",2256500,"2017-09-08 21:00",5.84
"USGS",2256500,"2017-09-08 21:15",5.83
"USGS",2256500,"2017-09-08 21:30",5.83
"USGS",2256500,"2017-09-08 21:45",5.83
"USGS",2256500,"2017-09-08 22:00",5.83
"USGS",2256500,"2017-09-08 22:15",5.84
"USGS",2256500,"2017-09-08 22:30",5.84
"USGS",2256500,"2017-09-08 22:45",5.84
"USGS",2256500,"2017-09-08 23:00",5.84
"USGS",2256500,"2017-09-08 23:15",5.83
"USGS",2256500,"2017-09-08 23:30",5.84
"USGS",2256500,"2017-09-08 23:45",5.84
"USGS",2256500,"2017-09-09 00:00",5.84
"USGS",2256500,"2017-09-09 00:15",5.85
"USGS",2256500,"2017-09-09 00:30",5.84
"USGS",2256500,"2017-09-09 00:45",5.84
"USGS",2256500,"2017-09-09 01:00",5.84
"USGS",2256500,"2017-09-09 01:15",5.84
"USGS",2256500,"2017-09-09 01:30",5.84
"USGS",2256500,"2017-09-09 01:45",5.84
"USGS",2256500,"2017-09-09 02:00",5.84
"USGS",2256500,"2017-09-09 02:15",5.84
"USGS",2256500,"2017-09-09 02:30",5.84
"USGS",2256500,"2017-09-09 02:45",5.84
"USGS",2256500,"2017-09-09 03:00",5.84
"USGS",2256500,"2017-09-09 03:15",5.85
"USGS",2256500,"2017-09-09 03:30",5.85
"USGS",2256500,"2017-09-09 03:45",5.84
"USGS",2256500,"2017-09-09 04:00",5.85
"USGS",2256500,"2017-09-09 04:15",5.84
"USGS",2256500,"2017-09-09 04:30",5.84
"USGS",2256500,"2017-09-09 04:45",5.84
"USGS",2256500,"2017-09-09 05:00",5.84
"USGS",2256500,"2017-09-09 05:15",5.84
"USGS",2256500,"2017-09-09 05:30",5.84
"USGS",2256500,"2017-09-09 05:45",5.84
"USGS",2256500,"2017-09-09 06:00",5.84
"USGS",2256500,"2017-09-09 06:15",5.84
"USGS",2256500,"2017-09-09 06:30",5.84
"USGS",2256500,"2017-09-09 06:45",5.84
"USGS",2256500,"2017-09-09 07:00",5.84
"USGS",2256500,"2017-09-09 07:15",5.85
"USGS",2256500,"2017-09-09 07:30",5.84
"USGS",2256500,"2017-09-09 07:45",5.84
"USGS",2256500,"2017-09-09 08:00",5.84
"USGS",2256500,"2017-09-09 08:15",5.84
"USGS",2256500,"2017-09-09 08:30",5.84
"USGS",2256500,"2017-09-09 08:45",5.84
"USGS",2256500,"2017-09-09 09:00",5.84
"USGS",2256500,"2017-09-09 09:15",5.84
"USGS",2256500,"2017-09-09 09:30",5.84
"USGS",2256500,"2017-09-09 09:45",5.85
"USGS",2256500,"2017-09-09 10:00",5.84
"USGS",2256500,"2017-09-09 10:15",5.84
"USGS",2256500,"2017-09-09 10:30",5.84
"USGS",2256500,"2017-09-09 10:45",5.84
"USGS",2256500,"2017-09-09 11:00",5.84
"USGS",2256500,"2017-09-09 11:15",5.84
"USGS",2256500,"2017-09-09 11:30",5.84
"USGS",2256500,"2017-09-09 11:45",5.84
"USGS",2256500,"2017-09-09 12:00",5.84
"USGS",2256500,"2017-09-09 12:15",5.84
"USGS",2256500,"2017-09-09 12:30",5.84
"USGS",2256500,"2017-09-09 12:45",5.84
"USGS",2256500,"2017-09-09 13:00",5.84
"USGS",2256500,"2017-09-09 13:15",5.84
"USGS",2256500,"2017-09-09 13:30",5.84
"USGS",2256500,"2017-09-09 13:45",5.85
"USGS",2256500,"2017-09-09 14:00",5.84
"USGS",2256500,"2017-09-09 14:15",5.84
"USGS",2256500,"2017-09-09 14:30",5.84
"USGS",2256500,"2017-09-09 14:45",5.84
"USGS",2256500,"2017-09-09 15:00",5.84
"USGS",2256500,"2017-09-09 15:15",5.84
"USGS",2256500,"2017-09-09 15:30",5.84
"USGS",2256500,"2017-09-09 15:45",5.84
"USGS",2256500,"2017-09-09 16:00",5.84
"USGS",2256500,"2017-09-09 16:15",5.84
"USGS",2256500,"2017-09-09 16:30",5.84
"USGS",2256500,"2017-09-09 16:45",5.84
"USGS",2256500,"2017-09-09 17:00",5.84
"USGS",2256500,"2017-09-09 17:15",5.84
"USGS",2256500,"2017-09-09 17:30",5.84
"USGS",2256500,"2017-09-09 17:45",5.84
"USGS",2256500,"2017-09-09 18:00",5.84
"USGS",2256500,"2017-09-09 18:15",5.84
"USGS",2256500,"2017-09-09 18:30",5.84
"USGS",2256500,"2017-09-09 18:45",5.84
"USGS",2256500,"2017-09-09 19:00",5.85
"USGS",2256500,"2017-09-09 19:15",5.84
"USGS",2256500,"2017-09-09 19:30",5.84
"USGS",2256500,"2017-09-09 19:45",5.84
"USGS",2256500,"2017-09-09 20:00",5.84
"USGS",2256500,"2017-09-09 20:15",5.84
"USGS",2256500,"2017-09-09 20:30",5.84
"USGS",2256500,"2017-09-09 20:45",5.84
"USGS",2256500,"2017-09-09 21:00",5.84
"USGS",2256500,"2017-09-09 21:15",5.84
"USGS",2256500,"2017-09-09 21:30",5.84
"USGS",2256500,"2017-09-09 21:45",5.84
"USGS",2256500,"2017-09-09 22:00",5.84
"USGS",2256500,"2017-09-09 22:15",5.84
"USGS",2256500,"2017-09-09 22:30",5.84
"USGS",2256500,"2017-09-09 22:45",5.84
"USGS",2256500,"2017-09-09 23:00",5.84
"USGS",2256500,"2017-09-09 23:15",5.85
"USGS",2256500,"2017-09-09 23:30",5.84
"USGS",2256500,"2017-09-09 23:45",5.84
"USGS",2256500,"2017-09-10 00:00",5.85
"USGS",2256500,"2017-09-10 00:15",5.85
"USGS",2256500,"2017-09-10 00:30",5.85
"USGS",2256500,"2017-09-10 00:45",5.85
"USGS",2256500,"2017-09-10 01:00",5.85
"USGS",2256500,"2017-09-10 01:15",5.85
"USGS",2256500,"2017-09-10 01:30",5.85
"USGS",2256500,"2017-09-10 01:45",5.84
"USGS",2256500,"2017-09-10 02:00",5.85
"USGS",2256500,"2017-09-10 02:15",5.85
"USGS",2256500,"2017-09-10 02:30",5.85
"USGS",2256500,"2017-09-10 02:45",5.85
"USGS",2256500,"2017-09-10 03:00",5.86
"USGS",2256500,"2017-09-10 03:15",5.86
"USGS",2256500,"2017-09-10 03:30",5.86
"USGS",2256500,"2017-09-10 03:45",5.85
"USGS",2256500,"2017-09-10 04:00",5.86
"USGS",2256500,"2017-09-10 04:15",5.86
"USGS",2256500,"2017-09-10 04:30",5.86
"USGS",2256500,"2017-09-10 04:45",5.86
"USGS",2256500,"2017-09-10 05:00",5.86
"USGS",2256500,"2017-09-10 05:15",5.86
"USGS",2256500,"2017-09-10 05:30",5.86
"USGS",2256500,"2017-09-10 05:45",5.86
"USGS",2256500,"2017-09-10 06:00",5.87
"USGS",2256500,"2017-09-10 06:15",5.87
"USGS",2256500,"2017-09-10 06:30",5.93
"USGS",2256500,"2017-09-10 06:45",5.95
"USGS",2256500,"2017-09-10 07:00",5.97
"USGS",2256500,"2017-09-10 07:15",6.04
"USGS",2256500,"2017-09-10 07:30",6.06
"USGS",2256500,"2017-09-10 07:45",6.07
"USGS",2256500,"2017-09-10 08:00",6.08
"USGS",2256500,"2017-09-10 08:15",6.07
"USGS",2256500,"2017-09-10 08:30",6.08
"USGS",2256500,"2017-09-10 08:45",6.09
"USGS",2256500,"2017-09-10 09:00",6.09
"USGS",2256500,"2017-09-10 09:15",6.09
"USGS",2256500,"2017-09-10 09:30",6.1
"USGS",2256500,"2017-09-10 09:45",6.11
"USGS",2256500,"2017-09-10 10:00",6.11
"USGS",2256500,"2017-09-10 10:15",6.12
"USGS",2256500,"2017-09-10 10:30",6.14
"USGS",2256500,"2017-09-10 10:45",6.14
"USGS",2256500,"2017-09-10 11:00",6.15
"USGS",2256500,"2017-09-10 11:15",6.16
"USGS",2256500,"2017-09-10 11:30",6.17
"USGS",2256500,"2017-09-10 11:45",6.18
"USGS",2256500,"2017-09-10 12:00",6.19
"USGS",2256500,"2017-09-10 12:15",6.19
"USGS",2256500,"2017-09-10 12:30",6.2
"USGS",2256500,"2017-09-10 12:45",6.2
"USGS",2256500,"2017-09-10 13:00",6.2
"USGS",2256500,"2017-09-10 13:15",6.22
"USGS",2256500,"2017-09-10 13:30",6.24
"USGS",2256500,"2017-09-10 13:45",6.25
"USGS",2256500,"2017-09-10 14:00",6.26
"USGS",2256500,"2017-09-10 14:15",6.26
"USGS",2256500,"2017-09-10 14:30",6.28
"USGS",2256500,"2017-09-10 14:45",6.3
"USGS",2256500,"2017-09-10 15:00",6.33
"USGS",2256500,"2017-09-10 15:15",6.36
"USGS",2256500,"2017-09-10 15:30",6.38
"USGS",2256500,"2017-09-10 15:45",6.4
"USGS",2256500,"2017-09-10 16:00",6.43
"USGS",2256500,"2017-09-10 16:15",6.46
"USGS",2256500,"2017-09-10 16:30",6.49
"USGS",2256500,"2017-09-10 16:45",6.52
"USGS",2256500,"2017-09-10 17:00",6.54
"USGS",2256500,"2017-09-10 17:15",6.55
"USGS",2256500,"2017-09-10 17:30",6.58
"USGS",2256500,"2017-09-10 17:45",6.6
"USGS",2256500,"2017-09-10 18:00",6.63
"USGS",2256500,"2017-09-10 18:15",6.66
"USGS",2256500,"2017-09-10 18:30",6.66
"USGS",2256500,"2017-09-10 18:45",6.68
"USGS",2256500,"2017-09-10 19:00",6.7
"USGS",2256500,"2017-09-10 19:15",6.71
"USGS",2256500,"2017-09-10 19:30",6.73
"USGS",2256500,"2017-09-10 19:45",6.74
"USGS",2256500,"2017-09-10 20:00",6.75
"USGS",2256500,"2017-09-10 20:15",6.77
"USGS",2256500,"2017-09-10 20:30",6.77
"USGS",2256500,"2017-09-10 20:45",6.79
"USGS",2256500,"2017-09-10 21:00",6.8
"USGS",2256500,"2017-09-10 21:15",6.81
"USGS",2256500,"2017-09-10 21:30",6.82
"USGS",2256500,"2017-09-10 21:45",6.83
"USGS",2256500,"2017-09-10 22:00",6.84
"USGS",2256500,"2017-09-10 22:15",6.85
"USGS",2256500,"2017-09-10 22:30",6.85
"USGS",2256500,"2017-09-10 22:45",6.86
"USGS",2256500,"2017-09-10 23:00",6.86
"USGS",2256500,"2017-09-10 23:15",6.87
"USGS",2256500,"2017-09-10 23:30",6.87
"USGS",2256500,"2017-09-10 23:45",6.88
"USGS",2256500,"2017-09-11 00:00",6.88
"USGS",2256500,"2017-09-11 00:15",6.89
"USGS",2256500,"2017-09-11 00:30",6.9
"USGS",2256500,"2017-09-11 00:45",6.9
"USGS",2256500,"2017-09-11 01:00",6.91
"USGS",2256500,"2017-09-11 01:15",6.93
"USGS",2256500,"2017-09-11 01:30",6.94
"USGS",2256500,"2017-09-11 01:45",6.94
"USGS",2256500,"2017-09-11 02:00",6.95
"USGS",2256500,"2017-09-11 02:15",6.96
"USGS",2256500,"2017-09-11 02:30",6.98
"USGS",2256500,"2017-09-11 02:45",6.98
"USGS",2256500,"2017-09-11 03:00",7
"USGS",2256500,"2017-09-11 03:15",7
"USGS",2256500,"2017-09-11 03:30",7.02
"USGS",2256500,"2017-09-11 03:45",7.03
"USGS",2256500,"2017-09-11 04:00",7.04
"USGS",2256500,"2017-09-11 04:15",7.05
"USGS",2256500,"2017-09-11 04:30",7.07
"USGS",2256500,"2017-09-11 04:45",7.1
"USGS",2256500,"2017-09-11 05:00",7.1
"USGS",2256500,"2017-09-11 05:15",7.13
"USGS",2256500,"2017-09-11 05:30",7.15
"USGS",2256500,"2017-09-11 05:45",7.16
"USGS",2256500,"2017-09-11 06:00",7.18
"USGS",2256500,"2017-09-11 06:15",7.2
"USGS",2256500,"2017-09-11 06:30",7.22
"USGS",2256500,"2017-09-11 06:45",7.25
"USGS",2256500,"2017-09-11 07:00",7.27
"USGS",2256500,"2017-09-11 07:15",7.29
"USGS",2256500,"2017-09-11 07:30",7.31
"USGS",2256500,"2017-09-11 07:45",7.34
"USGS",2256500,"2017-09-11 08:00",7.36
"USGS",2256500,"2017-09-11 08:15",7.38
"USGS",2256500,"2017-09-11 08:30",7.4
"USGS",2256500,"2017-09-11 08:45",7.42
"USGS",2256500,"2017-09-11 09:00",7.44
"USGS",2256500,"2017-09-11 09:15",7.46
"USGS",2256500,"2017-09-11 09:30",7.49
"USGS",2256500,"2017-09-11 09:45",7.52
"USGS",2256500,"2017-09-11 10:00",7.53
"USGS",2256500,"2017-09-11 10:15",7.57
"USGS",2256500,"2017-09-11 10:30",7.58
"USGS",2256500,"2017-09-11 10:45",7.61
"USGS",2256500,"2017-09-11 11:00",7.64
"USGS",2256500,"2017-09-11 11:15",7.67
"USGS",2256500,"2017-09-11 11:30",7.67
"USGS",2256500,"2017-09-11 11:45",7.72
"USGS",2256500,"2017-09-11 12:00",7.73
"USGS",2256500,"2017-09-11 12:15",7.77
"USGS",2256500,"2017-09-11 12:30",7.77
"USGS",2256500,"2017-09-11 12:45",7.8
"USGS",2256500,"2017-09-11 13:00",7.81
"USGS",2256500,"2017-09-11 13:15",7.86
"USGS",2256500,"2017-09-11 13:30",7.86
"USGS",2256500,"2017-09-11 13:45",7.89
"USGS",2256500,"2017-09-11 14:00",7.93
"USGS",2256500,"2017-09-11 14:15",7.95
"USGS",2256500,"2017-09-11 14:30",7.96
"USGS",2256500,"2017-09-11 14:45",8.01
"USGS",2256500,"2017-09-11 15:00",8.01
"USGS",2256500,"2017-09-11 15:15",8.04
"USGS",2256500,"2017-09-11 15:30",8.05
"USGS",2256500,"2017-09-11 15:45",8.1
"USGS",2256500,"2017-09-11 16:00",8.12
"USGS",2256500,"2017-09-11 16:15",8.12
"USGS",2256500,"2017-09-11 16:30",8.13
"USGS",2256500,"2017-09-11 16:45",8.19
"USGS",2256500,"2017-09-11 17:00",8.2
"USGS",2256500,"2017-09-11 17:15",8.21
"USGS",2256500,"2017-09-11 17:30",8.25
"USGS",2256500,"2017-09-11 17:45",8.28
"USGS",2256500,"2017-09-11 18:00",8.29
"USGS",2256500,"2017-09-11 18:15",8.3
"USGS",2256500,"2017-09-11 18:30",8.35
"USGS",2256500,"2017-09-11 18:45",8.36
"USGS",2256500,"2017-09-11 19:00",8.37
"USGS",2256500,"2017-09-11 19:15",8.4
"USGS",2256500,"2017-09-11 19:30",8.42
"USGS",2256500,"2017-09-11 19:45",8.44
"USGS",2256500,"2017-09-11 20:00",8.49
"USGS",2256500,"2017-09-11 20:15",8.5
"USGS",2256500,"2017-09-11 20:30",8.51
"USGS",2256500,"2017-09-11 20:45",8.54
"USGS",2256500,"2017-09-11 21:00",8.56
"USGS",2256500,"2017-09-11 21:15",8.59
"USGS",2256500,"2017-09-11 21:30",8.61
"USGS",2256500,"2017-09-11 21:45",8.6
"USGS",2256500,"2017-09-11 22:00",8.64
"USGS",2256500,"2017-09-11 22:15",8.67
"USGS",2256500,"2017-09-11 22:30",8.68
"USGS",2256500,"2017-09-11 22:45",8.72
"USGS",2256500,"2017-09-11 23:00",8.74
"USGS",2256500,"2017-09-11 23:15",8.76
"USGS",2256500,"2017-09-11 23:30",8.78
"USGS",2256500,"2017-09-11 23:45",8.8
"USGS",2256500,"2017-09-12 00:00",8.84
"USGS",2256500,"2017-09-12 00:15",8.84
"USGS",2256500,"2017-09-12 00:30",8.87
"USGS",2256500,"2017-09-12 00:45",8.91
"USGS",2256500,"2017-09-12 01:00",8.92
"USGS",2256500,"2017-09-12 01:15",8.96
"USGS",2256500,"2017-09-12 01:30",8.98
"USGS",2256500,"2017-09-12 01:45",8.99
"USGS",2256500,"2017-09-12 02:00",9.02
"USGS",2256500,"2017-09-12 02:15",9.05
"USGS",2256500,"2017-09-12 02:30",9.07
"USGS",2256500,"2017-09-12 02:45",9.09
"USGS",2256500,"2017-09-12 03:00",9.12
"USGS",2256500,"2017-09-12 03:15",9.15
"USGS",2256500,"2017-09-12 03:30",9.16
"USGS",2256500,"2017-09-12 03:45",9.19
"USGS",2256500,"2017-09-12 04:00",9.21
"USGS",2256500,"2017-09-12 04:15",9.22
"USGS",2256500,"2017-09-12 04:30",9.24
"USGS",2256500,"2017-09-12 04:45",9.29
"USGS",2256500,"2017-09-12 05:00",9.31
"USGS",2256500,"2017-09-12 05:15",9.33
"USGS",2256500,"2017-09-12 05:30",9.37
"USGS",2256500,"2017-09-12 05:45",9.39
"USGS",2256500,"2017-09-12 06:00",9.4
"USGS",2256500,"2017-09-12 06:15",9.43
"USGS",2256500,"2017-09-12 06:30",9.46
"USGS",2256500,"2017-09-12 06:45",9.47
"USGS",2256500,"2017-09-12 07:00",9.5
"USGS",2256500,"2017-09-12 07:15",9.51
"USGS",2256500,"2017-09-12 07:30",9.55
"USGS",2256500,"2017-09-12 07:45",9.57
"USGS",2256500,"2017-09-12 08:00",9.58
"USGS",2256500,"2017-09-12 08:15",9.61
"USGS",2256500,"2017-09-12 08:30",9.63
"USGS",2256500,"2017-09-12 08:45",9.65
"USGS",2256500,"2017-09-12 09:00",9.68
"USGS",2256500,"2017-09-12 09:15",9.69
"USGS",2256500,"2017-09-12 09:30",9.71
"USGS",2256500,"2017-09-12 09:45",9.73
"USGS",2256500,"2017-09-12 10:00",9.76
"USGS",2256500,"2017-09-12 10:15",9.77
"USGS",2256500,"2017-09-12 10:30",9.8
"USGS",2256500,"2017-09-12 10:45",9.8
"USGS",2256500,"2017-09-12 11:00",9.83
"USGS",2256500,"2017-09-12 11:15",9.84
"USGS",2256500,"2017-09-12 11:30",9.85
"USGS",2256500,"2017-09-12 11:45",9.88
"USGS",2256500,"2017-09-12 12:00",9.89
"USGS",2256500,"2017-09-12 12:15",9.93
"USGS",2256500,"2017-09-12 12:30",9.93
"USGS",2256500,"2017-09-12 12:45",9.94
"USGS",2256500,"2017-09-12 13:00",9.98
"USGS",2256500,"2017-09-12 13:15",9.99
"USGS",2256500,"2017-09-12 13:30",10
"USGS",2256500,"2017-09-12 13:45",10.01
"USGS",2256500,"2017-09-12 14:00",10.01
"USGS",2256500,"2017-09-12 14:15",10.05
"USGS",2256500,"2017-09-12 14:30",10.06
"USGS",2256500,"2017-09-12 14:45",10.07
"USGS",2256500,"2017-09-12 15:00",10.08
"USGS",2256500,"2017-09-12 15:15",10.09
"USGS",2256500,"2017-09-12 15:30",10.09
"USGS",2256500,"2017-09-12 15:45",10.11
"USGS",2256500,"2017-09-12 16:00",10.12
"USGS",2256500,"2017-09-12 16:15",10.13
"USGS",2256500,"2017-09-12 16:30",10.14
"USGS",2256500,"2017-09-12 16:45",10.15
"USGS",2256500,"2017-09-12 17:00",10.16
"USGS",2256500,"2017-09-12 17:15",10.18
"USGS",2256500,"2017-09-12 17:30",10.19
"USGS",2256500,"2017-09-12 17:45",10.19
"USGS",2256500,"2017-09-12 18:00",10.21
"USGS",2256500,"2017-09-12 18:15",10.2
"USGS",2256500,"2017-09-12 18:30",10.22
"USGS",2256500,"2017-09-12 18:45",10.22
"USGS",2256500,"2017-09-12 19:00",10.24
"USGS",2256500,"2017-09-12 19:15",10.24
"USGS",2256500,"2017-09-12 19:30",10.23
"USGS",2256500,"2017-09-12 19:45",10.25
"USGS",2256500,"2017-09-12 20:00",10.24
"USGS",2256500,"2017-09-12 20:15",10.28
"USGS",2256500,"2017-09-12 20:30",10.28
"USGS",2256500,"2017-09-12 20:45",10.27
"USGS",2256500,"2017-09-12 21:00",10.3
"USGS",2256500,"2017-09-12 21:15",10.3
"USGS",2256500,"2017-09-12 21:30",10.3
"USGS",2256500,"2017-09-12 21:45",10.31
"USGS",2256500,"2017-09-12 22:00",10.3
"USGS",2256500,"2017-09-12 22:15",10.31
"USGS",2256500,"2017-09-12 22:30",10.31
"USGS",2256500,"2017-09-12 22:45",10.32
"USGS",2256500,"2017-09-12 23:00",10.34
"USGS",2256500,"2017-09-12 23:15",10.34
"USGS",2256500,"2017-09-12 23:30",10.35
"USGS",2256500,"2017-09-12 23:45",10.34
"USGS",2256500,"2017-09-13 00:00",10.35
"USGS",2256500,"2017-09-13 00:15",10.34
"USGS",2256500,"2017-09-13 00:30",10.35
"USGS",2256500,"2017-09-13 00:45",10.35
"USGS",2256500,"2017-09-13 01:00",10.36
"USGS",2256500,"2017-09-13 01:15",10.36
"USGS",2256500,"2017-09-13 01:30",10.35
"USGS",2256500,"2017-09-13 01:45",10.36
"USGS",2256500,"2017-09-13 02:00",10.38
"USGS",2256500,"2017-09-13 02:15",10.36
"USGS",2256500,"2017-09-13 02:30",10.38
"USGS",2256500,"2017-09-13 02:45",10.37
"USGS",2256500,"2017-09-13 03:00",10.39
"USGS",2256500,"2017-09-13 03:15",10.38
"USGS",2256500,"2017-09-13 03:30",10.38
"USGS",2256500,"2017-09-13 03:45",10.38
"USGS",2256500,"2017-09-13 04:00",10.38
"USGS",2256500,"2017-09-13 04:15",10.38
"USGS",2256500,"2017-09-13 04:30",10.38
"USGS",2256500,"2017-09-13 04:45",10.37
"USGS",2256500,"2017-09-13 05:00",10.37
"USGS",2256500,"2017-09-13 05:15",10.37
"USGS",2256500,"2017-09-13 05:30",10.37
"USGS",2256500,"2017-09-13 05:45",10.38
"USGS",2256500,"2017-09-13 06:00",10.39
"USGS",2256500,"2017-09-13 06:15",10.39
"USGS",2256500,"2017-09-13 06:30",10.38
"USGS",2256500,"2017-09-13 06:45",10.38
"USGS",2256500,"2017-09-13 07:00",10.37
"USGS",2256500,"2017-09-13 07:15",10.39
"USGS",2256500,"2017-09-13 07:30",10.37
"USGS",2256500,"2017-09-13 07:45",10.37
"USGS",2256500,"2017-09-13 08:00",10.39
"USGS",2256500,"2017-09-13 08:15",10.37
"USGS",2256500,"2017-09-13 08:30",10.38
"USGS",2256500,"2017-09-13 08:45",10.36
"USGS",2256500,"2017-09-13 09:00",10.37
"USGS",2256500,"2017-09-13 09:15",10.36
"USGS",2256500,"2017-09-13 09:30",10.36
"USGS",2256500,"2017-09-13 09:45",10.36
"USGS",2256500,"2017-09-13 10:00",10.37
"USGS",2256500,"2017-09-13 10:15",10.35
"USGS",2256500,"2017-09-13 10:30",10.34
"USGS",2256500,"2017-09-13 10:45",10.33
"USGS",2256500,"2017-09-13 11:00",10.35
"USGS",2256500,"2017-09-13 11:15",10.34
"USGS",2256500,"2017-09-13 11:30",10.34
"USGS",2256500,"2017-09-13 11:45",10.34
"USGS",2256500,"2017-09-13 12:00",10.33
"USGS",2256500,"2017-09-13 12:15",10.34
"USGS",2256500,"2017-09-13 12:30",10.33
"USGS",2256500,"2017-09-13 12:45",10.32
"USGS",2256500,"2017-09-13 13:00",10.34
"USGS",2256500,"2017-09-13 13:15",10.34
"USGS",2256500,"2017-09-13 13:30",10.31
"USGS",2256500,"2017-09-13 13:45",10.33
"USGS",2256500,"2017-09-13 14:00",10.3
"USGS",2256500,"2017-09-13 14:15",10.29
"USGS",2256500,"2017-09-13 14:30",10.3
"USGS",2256500,"2017-09-13 14:45",10.29
"USGS",2256500,"2017-09-13 15:00",10.29
"USGS",2256500,"2017-09-13 15:15",10.28
"USGS",2256500,"2017-09-13 15:30",10.26
"USGS",2256500,"2017-09-13 15:45",10.28
"USGS",2256500,"2017-09-13 16:00",10.28
"USGS",2256500,"2017-09-13 16:15",10.28
"USGS",2256500,"2017-09-13 16:30",10.26
"USGS",2256500,"2017-09-13 16:45",10.26
"USGS",2256500,"2017-09-13 17:00",10.25
"USGS",2256500,"2017-09-13 17:15",10.26
"USGS",2256500,"2017-09-13 17:30",10.23
"USGS",2256500,"2017-09-13 17:45",10.23
"USGS",2256500,"2017-09-13 18:00",10.24
"USGS",2256500,"2017-09-13 18:15",10.23
"USGS",2256500,"2017-09-13 18:30",10.22
"USGS",2256500,"2017-09-13 18:45",10.23
"USGS",2256500,"2017-09-13 19:00",10.21
"USGS",2256500,"2017-09-13 19:15",10.22
